symbol,shortName,industry,sector,longBusinessSummary,financialCurrency,previousClose,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,volume,averageVolume10days,dividendRate,dividendYield,exDividendDate,trailingAnnualDividendRate,trailingAnnualDividendYield,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,enterpriseValue,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,twoHundredDayAverage,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,firstTradeDateEpochUtc,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio,netIncomeToCommon,1Y EBITDA Growth,5Y EBITDA Growth,1Y Total Revenue Growth,5Y Total Revenue Growth,1Y Net Income Growth,5Y Net Income Growth,1Y PreTax Income Growth,5Y PreTax Income Growth,FinancingCashFlow Activity,InvestingCashFlow Activity,OperatingCashFlow Activity,netIncomeMargin,% Away From 52High,% Away From 52Low,MarketCap_Crores,marketCategory
SIMBHALS.NS,SIMBHAOLI SUGARS LTD.,Confectioners,Consumer Defensive,"Simbhaoli Sugars Limited primarily manufactures and sells sugar in India. The company operates through Sugar and Alcohol segments. It produces sugar under the TRUST brand name; spirit and liquor; denatured spirit; bagasse; molasses; extra neutral alcohol (ENA); ethanol; brown mineral and coffee sugar, and jaggery and jaggery powder under the Sunehra brand; and cane sugar under the G-Low brand. The company also provides powdered fruit drink mixes and coconut water under the SIPP brand; hand sanitizers and multi surface disinfectants under the TRUST brand; and organic bio-manures, bio-compost, plant nutrients, plant growth regulators, and herbicides under the SOM brand name. In addition, it offers logistics and transport services; agriculture advisory services; and technology and engineering consulting services, as well as trades ENA and corogen and others. Further, the company operates co-generation power plants to generate bio-mass based power. The company was founded in 1933 and is based in Noida, India.",INR,22.17,22.29,,,,,18486,22190.0,,,1153699200.0,,,,,0.426,6.38682,,11479896064.0,20.7,38.5,0.0772091,27.30015,-0.0128,-31.793,,3.49,,0.963,45.147,1151379900,none,,725177024.0,17.553,254278000.0,10276569088.0,,,11917104128,,288.765,,,,,,0.042,0.17615,0.021340001,-0.04033,,-152496992,0.7499243417734288,-0.10544981267941421,-0.031153597706299666,-0.018636792592008566,-0.607165765006965,-0.1488722170503015,-0.60841217163386,-0.1862429236358827,-176581000.0,-19759000.0,254642000.0,-0.012796480618281965,0.7272319425751459,0.07681159420289863,92.0108928,Small Cap
HECPROJECT.NS,HEC INFRA PROJECTS LTD,Engineering & Construction,Industrials,"HEC Infra Projects Limited operates as an engineering, procurement, and construction contractor for electro-mechanical and instrumentation projects in India. The company offers various services comprising substation and switchyard, overhead transmission, and cable laying projects; water pumping stations; solar solutions, such as solar power plants and rooftop solutions; and extra low voltage systems comprising CCTV, access control, fire alarm, data networks, EPBAX, background music system and voice evacuation system, HVAC work, building management system, and TV Distribution. The company also provides services for indoor lighting solutions; public address services; and air conditioning system. It serves the engineering and allied industries; textile, glass, and cement industries; chemical, pharmaceutical, and food products; steel and non-ferrous industries; petrochemical, refineries, and gas and oil sectors; commercial projects; dairy and allied industries; paints; and cement industries. HEC Infra Projects Limited was incorporated in 2005 and is based in Ahmedabad, India.",INR,129.72,124.79,,,,,8849,25819.0,,,1537315200.0,,,,,-0.352,23.679317,,1655412352.0,53.6,168.53,1.6105225,102.0054,0.06815,34.387,3.6289876,5.27,,2.107,28.068,1490067900,none,,114901000.0,11.334,58978000.0,302104992.0,,,785550016,86.658,76.989,,,,,3.1,0.359,0.52989,0.07508,0.07427,,53532000,2.3696846208362863,1.271603375527426,,,,,,,-68816000.0,1968000.0,69054000.0,0.06814588366070379,0.3505088548761919,1.328171641791045,126.5145984,Small Cap
EXCEL.NS,EXCEL REALTY N INFRA LTD,Conglomerates,Industrials,"Excel Realty N Infra Limited engages in the infrastructure, information technology, business process outsourcing, and general trading activities in India. The company provides customer care and inbound and outbound services, as well as handles the business relations of clients on their behalf. It also develops infrastructure facilities. The company was formerly known as Excel Infoways Limited and changed its name to Excel Realty N Infra Limited in May 2015. The company was incorporated in 2003 and is headquartered in Mumbai, India.",INR,1.77,1.85,,,,,1832679,11696845.0,,,1283385600.0,,,,,0.142,92.5,,2034311040.0,0.3,1.85,45.215397,0.7244,0.38589,1.577,1.1731135,0.02,,35.047,-91.589,1249271100,none,,7830000.0,0.007,-22211240.0,4366000.0,1.447,15.04,58045260,0.251,0.053,-0.00834,0.0129700005,-248209040.0,-47837048.0,,4.75,0.03719,-0.38265,-0.09465,,22399020,-26.456282902265965,0.0582793796388807,-0.6069155200292888,-0.22060888958531666,-3.8947506954206923,0.07619505833376707,-5.15628036687703,0.1065848124671654,-786370.0,34397580.0,-71189050.0,0.3858888736134527,0.0,5.166666666666667,262.4539392,Small Cap
MBECL.NS,MCNALLY BH. ENG. CO.LTD,Engineering & Construction,Industrials,"McNally Bharat Engineering Company Limited engages in engineering, procurement, and construction businesses in India. It operates through two segments, Turnkey Engineering and Other Engineering Services. The company offers its turnkey solutions in the areas of power, steel, coal and mining, ports, aluminum, material handling, mineral processing, cement, water, mineral benefication, pyroprocessing, pneumatic handling of powdered materials, coal washing, port cranes, civic, industrial water supply, and oil and gas sectors, as well as for infrastructure sectors, such as buildings and townships, high rises, roads, metro, rail etc. It also manufactures a range of products, including crushers and screens, mobile crushing and screening plants, skid mounted coal sizers, mills, pressure vessels, material handling equipment, and steel plant equipment, as well as process equipment, such as flotation cells, thickeners, slurry pumps, etc. The company was formerly known as McNally-Bird Engineering Company Limited and changed its name to McNally Bharat Engineering Company Limited in 1972. McNally Bharat Engineering Company Limited was incorporated in 1961 and is based in Kolkata, India.",INR,3.51,3.68,,,,,127868,102204.0,,,1379462400.0,,,,1.27,0.833,,,31612663808.0,3.06,7.1,0.5078795,4.81055,,-198.862,,-42.24,,20.621,-34.041,1160106300,none,,206888992.0,0.978,-928671232.0,31068461056.0,,,1533004032,,7.244,,,,,,-0.361,0.11928,-0.60578996,-0.21061,,-8666003456,-0.8173944187576296,-1.1475151803576307,-0.5565761015348937,-0.22044734769287933,-0.6110300264625648,6.250518278978336,-0.5987448398494538,6.433700275302254,11619000.0,-8529000.0,-130008000.0,-5.652955422885672,0.9293478260869563,0.20261437908496727,77.8581312,Small Cap
HOVS.NS,HOV SERVICES LTD,Information Technology Services,Technology,"HOV Services Limited, together with its subsidiaries, provides software and IT enabled services. It offers software development, maintenance, support, and related services; data entry and business process outsource services; and software licenses services. HOV Services Limited company was incorporated in 1989 and is headquartered in Pune, India.",INR,67.8,68.36,,,,,22157,7002.0,,,1311724800.0,,,,,0.757,28.602509,56.495865,724381504.0,50.35,110.5,4.736958,69.4237,0.16207,18.136,3.7692988,2.39,1.21,3.985,18.896,1159328700,none,,108924000.0,8.648,38334500.0,10476000.0,,,181760992,4.586,14.454,,,,,0.512,0.613,0.23956,0.21090999,0.19302,,29361000,-0.28275432310328713,0.018565652396566615,0.3374920158273262,0.22331893679678785,-0.4121200183835598,0.014746281034572125,-0.32925464585129605,0.0542411329474867,-5003000.0,36836000.0,-34207000.0,0.16153631027717982,0.6164423639555296,0.35769612711022836,86.0994176,Small Cap
HISARMETAL.NS,HISAR METAL IND. LIMITED,Steel,Basic Materials,"Hisar Metal Industries Limited manufactures and sells cold rolled precision stainless steel strips, and stainless steel welded tubes and pipes in India. It also exports its products. The company was incorporated in 1990 and is based in Hisar, India.",INR,166.84,166.92,,,,,38133,8333.0,1.0,0.006,1725840000.0,1.0,0.0059937667,0.1183,0.92,0.989,19.777252,,1544742016.0,159.0,234.0,0.3716744,191.6898,0.01883,114.885,1.4529312,8.44,,0.637,10.523,1483587900,none,,43200000.0,7.984,146796000.0,684800000.0,0.761,1.665,2425155072,110.167,449.156,0.04858,0.07591,7168875.0,106091000.0,-0.468,-0.005,0.13527,0.06053,0.044359997,,45658000,-0.2708969419537932,0.04738670043402061,-0.12428315964728372,0.19331799356130955,-0.40960224989955807,0.06530290139212568,-0.4629822330134505,0.026063630853355,-49492000.0,-53468000.0,98020000.0,0.018826837313271817,0.40186915887850483,0.04981132075471684,90.1368,Small Cap
BLBLIMITED.NS,BLB LIMITED,Capital Markets,Financial Services,"BLB Limited invests and trades in shares, securities, and commodities primarily in India. The company was founded in 1965 and is based in New Delhi, India.",INR,19.96,19.74,,,,,29906,103145.0,,,1374192000.0,,,,,,9.582524,,914565504.0,16.45,52.55,0.15928489,23.8302,0.01661,20.289,0.97294104,2.06,,0.139,,1029123900,none,,144600000.0,2.714,,7500000.0,2.578,14.244,6564661760,0.694,124.24,0.10177,0.10621,,165104992.0,1.522,5.84,0.02964,,0.0218,,109011000,-0.5026792519200328,-0.05769043301943811,0.43059379104427964,-0.14048950180146602,-0.568313328704163,0.43669822171105016,-0.5622362208668863,-0.044897184539723405,-35000000.0,55138000.0,54505000.0,0.016605729889120745,1.6621073961499495,0.19999999999999996,104.5651456,Small Cap
DELTAMAGNT.NS,DELTA MANUFACTURING LTD,Specialty Industrial Machinery,Industrials,"Delta Manufacturing Limited manufactures and sells hard ferrite magnets in India and internationally. It operates through Hard Ferrites, Soft Ferrites, and Textiles segments. The company provides sector magnets for use in automotive magnetos and alternators; motor magnets for starter motors of automotive and motorcycles; ferrofluid-liquid magnets for applications in loudspeakers, electronic devices, mechanical engineering, aerospace, analytical instrumentation, biomedical, heat transfer-cooling, and display and education kits; and ring magnets for loudspeakers/lifting devices, etc. It offers isotropic magnets for toys games and micro motors; low energy embedding powder magnets for use in bonded applications; and rare earth magnets that are used in electric vehicle drive motors, solar pumps, and drone motors. In addition, the company manufactures soft ferrites; and textile woven labels, fabric printed labels, heat transfer labels, and elastic/woven and non-elastic tapes. The company was formerly known as Delta Magnets Limited and changed its name to Delta Manufacturing Limited in October 2008. The company was incorporated in 1982 and is based in Mumbai, India.",INR,111.09,108.43,,,,,73193,53282.0,,,997401600.0,,,,,0.405,,,1344735232.0,80.15,132.75,1.4174833,96.15865,-0.12981,24.754,4.3803024,-10.31,,1.62,-83.279,1025495100,none,,31302000.0,2.884,-16147390.0,398558016.0,,,830051968,148.376,76.418,,,,,,-0.027,0.42323002,-0.019450001,-0.091070004,,-107706000,-0.7738379254962499,-1.8679776321149502,0.0492401139357508,0.061170104743750404,-0.3794098493855336,0.18232633872945428,-0.299373484236055,-0.03782969897192149,-40304000.0,22783000.0,16084000.0,-0.12975814063728597,0.22429217006363555,0.35283842794759823,117.6584832,Small Cap
HBSL.NS,HB STOCKHOLDINGS LIMITED,Capital Markets,Financial Services,"HB Stockholdings Limited, a non-banking financial and non-deposit taking company, engages in the activities of investment in securities in India. It is involved in the purchase and sale of securities. The company was formerly known as HB Portfolio Leasing Limited and changed its name to HB Stockholdings Limited in February 1997. HB Stockholdings Limited was incorporated in 1985 and is based in Gurugram, India.",INR,105.18,100.55,,,,,39684,36509.0,1.5,0.0109,1722556800.0,,,0.0209,,0.726,3.034098,,309726592.0,68.7,186.02,1.6334021,115.9144,0.77802,144.461,0.6960356,33.14,,0.704,0.758,1025495100,none,,631227008.0,88.436,408458752.0,11701000.0,,,440095008,1.135,61.657,,,,,-0.34,-0.034,0.98947996,0.92810994,0.90758,,342401984,-24.104673104673104,0.8291250413443413,2.677163504968383,1.997455418287091,-19.64727507576134,0.7312655794495898,-20.48175838735627,0.8374723809895775,-385000.0,-311600000.0,332790000.0,0.7780183318961891,0.8500248632521135,0.4636098981077146,71.8852096,Small Cap
KEEPLEARN.NS,DSJ KEEP LEARNING LTD,Education & Training Services,Consumer Defensive,"DSJ Keep Learning Limited provides educational services in India. It offers various education services, such as campus enablement, online programs for continuing education, and quality assurance mentoring for institutes. The company also engages in licensing pedagogical innovations and platform as a service for campus management. It serves universities, institutions, and the learner community, as well as publications of research centers. The company was formerly known as DSJ Communications Limited and changed its name to DSJ Keep Learning Limited in June 2021. The company was incorporated in 1989 and is based in Mumbai, India.",INR,4.6,4.65,,,,,18679,27418.0,,,,,,,,0.562,93.0,,548881984.0,2.158367,7.51,9.85489,3.992024,0.063990004,-0.243,,0.05,,7.343,56.875,1616643900,none,,12834000.0,0.114,9650750.0,37000000.0,,,74750000,,0.767,,,,,,31.347,0.50721,0.12911001,0.34068,,4783000,,,,,,,,,-1517000.0,-6189000.0,6198000.0,0.0639866220735786,0.6150537634408599,1.1544065490252584,73.6652992,Small Cap
ARCHIES.NS,ARCHIES LTD,Specialty Retail,Consumer Cyclical,"Archies Limited engages in the retail sale of cultural, recreation, and other goods through its stores under the Archies brand in India. The company offers a range of products including Diwali sweets; cakes; plants; home decors; anniversary items, consisting of cards, gifts, showpieces, chocolates gift hampers, mugs, and personalized gift items. It also provides greeting cards, stationery products, gift items, accessories, and jewellry products, as well as occasions gift items and paper bag products. In addition, it also offers beauty and personal care products, such as deodorant, perfume, fragrance gift set, body lotion, and shower gel under the Archies Perfume, M Caffeine, Mamaearth, Slazenger, Bel Avenir, and UXR brand names. It operates through a distribution network that comprises company owned stores, franchisees, distributors, and retailers, as well as through online channel. The company also exports its products. Archies Limited was founded in 1979 and is headquartered in New Delhi, India.",INR,26.48,26.25,,,,,23244,24416.0,,,1442534400.0,,,,1.77,0.866,,,1409981952.0,22.45,42.5,1.1489811,28.91665,-0.10186,29.384,0.89334327,-2.47,,1.827,40.237,1029123900,none,,1626000.0,0.048,35041752.0,562486976.0,,,771748992,56.669,22.889,,,,,,-0.111,0.55457,0.04541,-0.100810006,,-78609000,-0.6649868536371604,-0.24279969407643154,-0.05254768647853327,0.14777403803308148,-4.411007268951194,0.8185005961147346,-8.732304655961245,0.38063169404338854,-39207000.0,-2113000.0,67840000.0,-0.10185824771378515,0.6190476190476191,0.16926503340757248,88.6724992,Small Cap
PNC.NS,PRITISH NANDY COMMUNICATI,Entertainment,Communication Services,"Pritish Nandy Communications Ltd, a media and entertainment company, engages in the production and exploitation of content in India and internationally. It operates through Content and Wellness segments. The company produces cinematographic films, TV serials, and digital series, etc. It is also involved in sourcing content and setting up delivery systems for digital streaming using the internet as its primary delivery platform. The company exports its content. Pritish Nandy Communications Ltd was incorporated in 1993 and is based in Mumbai, India.",INR,62.21,64.36,,,,,69367,103516.0,,,1221091200.0,,,,2.21,1.382,29.388128,,772325440.0,42.5,79.3,1.2871021,63.81255,0.043870002,5.068,12.69929,2.19,,1.068,25.514,1025495100,none,,144540992.0,10.027,30271000.0,11281000.0,,,723404992,1.514,50.202,,,,,,3.301,0.078990005,0.04185,0.0128999995,,31735000,-1.8135573580533024,-0.5422263875872123,2.158236575143085,2.1493453425553146,-1.6189537295470258,-0.49963879543437434,-1.6124198101103413,-0.4908896458844965,-7460000.0,22873000.0,20949000.0,0.043868925914185564,0.23213175885643245,0.5143529411764707,93.1096128,Small Cap
CELEBRITY.NS,CELEBRITY FASHIONS LTD,Apparel Manufacturing,Consumer Cyclical,"Celebrity Fashions Limited engages in the designing, manufacturing, sale, and export of garments and clothing accessories in India and internationally. It offers shirts, t-shirts, sweaters, shackets, trousers, shorts, and denims for men and boys under the Indian Terrain brand through retail outlets and e-commerce stores. Celebrity Fashions Limited was incorporated in 1988 and is based in Chennai, India.",INR,14.12,14.03,,,,,93182,65028.0,,,1156896000.0,,,,,0.16,,,1460054272.0,12.8,23.95,0.28217915,17.467,-0.03007,6.007,2.3356085,-2.36,,0.516,15.725,1137037500,none,,35800000.0,0.632,92850000.0,671600000.0,,,2829700096,197.704,60.708,,,,,,-0.623,0.40001,0.03281,-0.20557,,-85100000,-0.14501510574018128,0.6544502617801047,-0.04172172397312266,0.1670924359877848,-0.7008130081300813,-0.44344703770197486,-0.7008130081300813,-0.44344703770197486,-334500000.0,-5900000.0,290800000.0,-0.030073858399445028,0.7070563079116179,0.09609374999999987,79.8482368,Small Cap
DIL.NS,DEBOCK INDUSTRIES LIMITED,Farm & Heavy Construction Machinery,Industrials,"Debock Industries Limited manufactures and sells agricultural equipment in India. The company offers equipment and spares for farmers, including tractor trolleys, agricultural threshers, mold board ploughs, mounted disc ploughs, tillers, tanker, combine machines, seed drill machines, mounted disc harrows, tractor cultivators, chaff cutters; and medium duty cultivators, mounted type disc cultivators, trailed type disc harrows, M.B. ploughs, heavy duty land levelers, double spring cultivators, reversible land levelers, paddy harrows, and shrub masters, as well as shovels, springs, tynes, hitch and kunda pins under the EAGLE SALES brand name. It also operates Hotel Debock Inn, a business hotel in Tonk, Rajasthan; and provides hospitality, and sales and marketing services. The company was formerly known as Debock Sales and Marketing Limited and changed its name to Debock Industries Limited in January 2022. Debock Industries Limited was founded in 2007 and is based in Jaipur, India.",INR,5.76,4.6,,,,,32442935,5979540.0,,,,,,,,-0.46,6.133333,,744139136.0,4.6,11.85,0.8965065,7.2041,0.046409998,13.196,0.34859046,0.75,,0.891,8.627,1529379900,none,,4447000.0,0.027,86252248.0,,,,835003008,,7.2,,,,,-0.768,-0.524,0.13366,0.1033,0.2077,,38753000,-0.3409394748004059,0.6322218813664645,-0.32886299805477237,0.7307942221846796,-0.3727916430253616,0.9355914079944649,-0.3286424747448553,1.073671497584541,1112892000.0,-45711000.0,-1066555000.0,0.046410611253750116,1.5760869565217392,0.0,74.85856,Small Cap
APLAB.BO,APLAB LTD.,Electrical Equipment & Parts,Industrials,"Aplab Limited engages in the manufacture, marketing, sale, and service of electronic equipment worldwide. The company provides UPS systems, including industrial and online UPS systems, inverters, static frequency converters, and MIL grade Ups systems. It also offers power supplies consisting of DC lab power, high power programmable power, programmable AC power source, regulated DC power, and dual and multi output DC power supplies, as well as high current and DC programmable electronic loads. In addition, the company provides test and measurement instruments, which include autocompute LCR-Q meters, precision LCR meters, output power meters, power quality analyzers, auto range digital multimeters, digit multimeters, selective level generators, selective level meters, digital psophometers, transmission measuring sets, track-signal test meters, frequency counters, digital storage oscilloscopes, arbitrary waveform signal generators, pulse/function generators, multi-waveform signal generators, synthesized signal generators, battery capacity analyzers, and multi waveform arbitrary signal generators, as well as return loss, impedance, and balance measurement accessories. Further, it offers banking and retail automation products comprising multifunction, cash deposit, and cheque deposit kiosks, as well as self-service semi-automatic and automatic passbook printers; and laboratory instruments, such as melting point apparatus. Additionally, the company provides outsourced design and manufacturing services. It primarily serves the education and research, defense, avionics and space research, telecom and broadcasting services, banking and financial services, retail, manufacturing industries, etc. The company was incorporated in 1962 and is based in Navi Mumbai, India.",INR,71.01,74.56,,,,,9249,14404.0,,,1245110400.0,,,,3.0,0.551,39.242104,,1098131456.0,64.7,127.0,1.7572049,87.3471,0.04249,6.543,11.395384,1.9,,2.059,19.559,1009770300,none,,23432000.0,2.113,56144728.0,265992992.0,0.473,1.076,533357952,226.211,44.669,0.04285,0.22808,-129517008.0,29588480.0,,0.274,0.59403,0.105270006,0.16933,,22660120,0.11371881884199964,-0.09452824682477828,-0.03789409949119471,-0.021865134758770013,2.903641292402374,-1.0213975103677282,2.903641292402374,-1.0213975103677282,34552890.0,1779650.0,-33815520.0,0.042485763857140355,0.7033261802575106,0.15239567233384843,93.72192,Small Cap
SECMARK.NS,SECMARK CONSULTANCY LTD,Consulting Services,Industrials,"SecMark Consultancy Limited provides consulting, technology, and outsourcing services to financial market participants in the areas of compliance, operations, software development, risk management, and others. It also offers IT infra management, system audit and IT security, forensic audit, compliance assistance, law, litigation and arbitration, and HR services, as well as services to start a business. In addition, the company provides anti money laundering software applications for financial institutions; e-learning product suite; and back office solutions for broking and depository participant (DP), as well as operates compliancesutra.com, a solution to manage compliances, audits, and processes. It primarily serves stock and commodity brokers, DPs, stock exchanges, wealth managers, alternative investment funds, research analysts, insurance companies, insurance brokers, corporate agents, portfolio managers, investment advisors, NBFCs, etc. The company was incorporated in 2011 and is based in Mumbai, India. SecMark Consultancy Limited is a subsidiary of Secmark Holdings Private Limited.",INR,105.14,101.46,,,,,2174,3718.0,,,,,,,,-0.218,45.7027,,1069506176.0,79.25,145.35,4.0636997,101.78865,0.0168,15.416,6.5814734,2.22,,4.126,18.251,1697427900,none,,108065000.0,10.279,58600500.0,110573000.0,,,259214000,69.084,24.232,,,,,,0.295,0.74741,0.22607,0.02658,,4356000,-1.457075907122062,-0.05378133918129874,0.4103009657513821,0.7468084029147545,-0.5338573619631902,-0.8485731497711492,-0.5438895005504955,-0.8654140793012317,-914000.0,-62651000.0,41392000.0,0.016804647897104324,0.4325842696629214,0.2802523659305993,105.3367872,Small Cap
SILGO.NS,SILGO RETAIL LIMITED,Luxury Goods,Consumer Cyclical,"Silgo Retail Limited engages in the design, manufacture, retail, and wholesale of silver jewelry in India. Its product portfolio includes rings, earrings, pendants, necklaces, bracelets, bangles, jhumkis, and customized jewelry for weddings, festivals, parties, and daily wear applications. The company sells its products online. Silgo Retail Limited was incorporated in 2016 and is based in Jaipur, India.",INR,37.99,42.66,,,,,490357,65323.0,,,,,,,,0.168,34.967213,,692307776.0,19.885714,53.45,2.172942,35.744156,0.0904,29.239,1.4590102,1.22,,1.906,13.321,1540784700,none,,86207000.0,4.616,51972696.0,67893000.0,,,363136000,12.553,28.816,,,,,-0.359,0.128,0.17025,0.14312,0.111,,32828000,0.06823456599102584,0.1333005527083724,0.028267607452716108,0.034315245588671446,0.340377583127817,0.14463092677274583,0.3252785776887442,0.14070304274478032,70452000.0,18000.0,15582000.0,0.09040139231582658,0.25293014533520886,1.1452586515123366,78.9073472,Small Cap
TERASOFT.NS,TERA SOFTWARE LIMITED,Information Technology Services,Technology,"Tera Software Limited provides IT and integrated related products and services worldwide. It operates through Integrated Solutions, Technical Division, Projects Division, and Others segments. The company offers E-governance and development of enterprise information system for tax/GST, public distribution system, tax automation, registration of land record, road transport and vehicle registration authorities, total revenue management and spot billing system, computer education in schools, fiber network infrastructure, modern record room preparation, AADHAR enrolment, creation of national population register, common service centres, and IT infrastructure, smart metering and related facility management of government departments. It provides cutting-edge technologies, such as IoT and data analytics to smart cities solutions, which includes traffic, fleet, licensing plates, security, building control, water distribution, sanitation, transit, and street lightings. Tera Software Limited was incorporated in 1994 and is headquartered in Hyderabad, India.",INR,218.26,213.89,,,,,166457,469702.0,,,,,,,,1.185,39.173992,,2865320192.0,44.25,218.26,2.8452342,74.5831,0.072569996,93.293,2.2926693,5.46,,3.046,23.252,1482983100,none,,110562000.0,8.801,123227000.0,288782016.0,1.534,1.997,940579968,24.639,75.399,0.03704,0.06033,-97432624.0,-47577000.0,,0.197,0.79257005,0.13101,0.12965,,68261000,-0.35455245550696274,0.03430236301590368,-0.27532968607126745,-0.1526884879524487,-0.007011368226672052,1.0274812178726769,-0.292111465409677,1.0040160642570282,64476000.0,5049000.0,-26719000.0,0.07257330830162864,0.020431062695778213,3.83367231638418,267.617024,Small Cap
MADHUCON.NS,MADHUCON PROJECTS LTD.,Engineering & Construction,Industrials,"Madhucon Projects Limited, together with its subsidiaries, operates as an integrated construction, infrastructure development, and management company in India. The company engages in the development and execution of engineering, procurement, and construction, as well as undertakes projects in various sectors, such as transportation projects, including highways, roads, and metros; irrigation projects, such as dams, spillways, tunnels, and canal systems and distribution; water resource infrastructures, railways, mining, sanitation, and others. It also engages in the development of smart cities and properties, as well as urban infrastructure projects. The company was founded in 1983 and is based in Hyderabad, India.",INR,11.26,11.1,,,,,7812,27844.0,,,1505347200.0,,,,0.41,,,,21088323584.0,6.6,19.65,0.051478513,11.4165,-0.0137,-204.291,,-2.96,,1.325,130.53,1160019900,none,,594323008.0,8.091,161559008.0,25771575296.0,0.027,0.529,15911947264,,426.357,-0.00085,,745022656.0,5891982848.0,,0.311,0.45551997,0.0101499995,-0.02246,,-218014000,-1.00005240442281,-0.33345546858806974,0.033737737487698455,0.1261843493010714,-0.686033305729337,-0.2688972163046726,-0.6405767798773275,-0.24769067953838006,-2605721000.0,4670592000.0,-2497767000.0,-0.013701277183921164,0.7702702702702702,0.6818181818181819,81.9123392,Small Cap
AROGRANITE.NS,ARO GRANITE IND. LTD.,Building Products & Equipment,Industrials,"Aro Granite Industries Limited engages in manufacturing, processing, and selling of polished/flamed granite tiles and slabs primarily in India. The company offers natural stone granites slabs and tiles; and engineered quartz stone slabs. It also exports its products to approximately 50 countries, including the United States, Canada, Europe, Japan, the Far East, and South Pacific countries. The company was incorporated in 1988 and is based in Hosur, India.",INR,47.92,48.82,,,,,10877,32831.0,,,1566518400.0,,,,1.76,0.753,,,2508465920.0,41.1,69.3,0.52893865,54.71195,0.00528,125.506,0.3889854,-4.42,,1.776,9.086,1177386300,none,,63181000.0,4.523,276077504.0,1887469056.0,,,1412160000,98.293,101.096,,,,,-0.393,-0.27,0.54083,0.19549999,0.06668,,7454000,0.5935430548044448,0.09288051591492752,-0.05373454869373162,-0.04511887526065142,-1.2270175014253382,-0.2609138958240329,-1.5760043339145744,-0.19116860542853323,-323469000.0,416000.0,350343000.0,0.005278438703829594,0.41950020483408434,0.18783454987834536,74.6945984,Small Cap
KARMAENG.NS,KARMA ENERGY LIMITED,Utilities—Renewable,Utilities,"Karma Energy Limited generates power from renewable energy sources in India. The company develops and operates wind farms with a capacity of 33 MW in the states of Andhra Pradesh, Maharashtra, and Tamil Nadu. It also operates a 3.5 MW hydro power project in Balij-ka-Nala-II, Chamba District. The company was incorporated in 2007 and is based in Mumbai, India.",INR,69.32,71.13,,,,,8959,18652.0,,,1409788800.0,,,,,0.078,,,849509952.0,54.0,105.1,7.357584,74.40665,0.06859,33.226,2.140793,-0.06,,7.558,45.084,1309232700,none,,907000.0,0.078,18842750.0,10788000.0,,,112402000,2.806,9.71,,,,,2.24,-0.317,0.65154,0.16764,0.34652,,7710000,-0.7694746686740117,-1.6171239837398375,-0.035610555902560896,-0.1690684221025334,-0.9789314635926862,-0.33644981856079154,-1.0041266621278016,-0.3326396722743441,-53223000.0,6873000.0,44309000.0,0.06859308553228591,0.47757626880359916,0.31722222222222207,82.7007168,Small Cap
SVPGLOB.NS,SVP GLOBAL TEXTILES LTD,Textile Manufacturing,Consumer Cyclical,"SVP Global Textiles Limited engages in the manufacture and sale of textiles goods in India. The company offers cotton combed and carded yarns. It is also involved in trading of gold, diamonds, stones, fabrics, etc. The company exports its products. SVP Global Textiles Limited was formerly known as SVP Global Ventures Limited and changed its name to SVP Global Textiles Limited in November 2021. The company was founded in 1898 and is headquartered in Mumbai, India. SVP Global Textiles Limited is a subsidiary of Scenario Communication Limited.",INR,5.13,5.11,,,,,233161,126308.0,,,1632268800.0,,,,,1.35,,,28640266240.0,5.0,10.9,0.23543546,7.03505,-1.0641,-13.102,,-37.14,,10.411,-47.445,1626234300,none,,64239000.0,0.56,-603656832.0,24850823168.0,,,2750975488,1619.171,27.874,,,,,,-0.348,-0.03935,-0.21943001,-1.27727,,-2927322880,-0.8575532544904914,-0.2762477631938428,-0.46661352307706616,-0.10766127634273348,-2.7591769919076667,-1.1506976400912177,-4.26546864512115,-1.8035484277611928,1661965000.0,1401721000.0,-3167714000.0,-1.0641035853533567,1.1330724070450096,0.02200000000000002,64.7677184,Small Cap
